TF	target	importance
ENSG00000288614	ENSG00000277694	5.261966773263282
ENSG00000278189	ENSG00000274917	5.2249739641188935
ENSG00000165246	ENSG00000288621	5.224162840770997
ENSG00000288529	ENSG00000284191	5.19721589129491
ENSG00000231057	ENSG00000149927	5.195736744459014
ENSG00000258017	ENSG00000256569	5.180451785306897
ENSG00000233016	ENSG00000239528	5.132133663949052
ENSG00000105894	ENSG00000129824	5.126932145680303
ENSG00000288623	ENSG00000284191	5.108114295030809
ENSG00000135114	ENSG00000137198	5.100257409073219
ENSG00000089127	ENSG00000137198	5.0864072049318745
ENSG00000185745	ENSG00000107201	5.077738898184154
ENSG00000273906	ENSG00000229807	5.066188931488435
ENSG00000163209	ENSG00000171401	5.026761963693858
ENSG00000256034	ENSG00000284191	4.984488885045529
ENSG00000269981	ENSG00000256569	4.960803360402803
ENSG00000160201	ENSG00000275895	4.952454405591069
ENSG00000276089	ENSG00000212238	4.945865849372515
ENSG00000235961	ENSG00000169403	4.910472717238389
ENSG00000136449	ENSG00000201098	4.892550187858607
ENSG00000285628	ENSG00000183878	4.889138719545415
ENSG00000183486	ENSG00000107201	4.868933936481532
ENSG00000130433	ENSG00000206341	4.858597988471256
ENSG00000125618	ENSG00000189223	4.845914175722149
ENSG00000176728	ENSG00000286009	4.792986152232304
ENSG00000107201	ENSG00000272821	4.744805869531989
ENSG00000106538	ENSG00000114374	4.73466256298109
ENSG00000073756	ENSG00000081041	4.726586431467932
ENSG00000019186	ENSG00000270872	4.721855134392894
ENSG00000196735	ENSG00000235961	4.6963228785173925
ENSG00000142973	ENSG00000201098	4.657771811678537
ENSG00000186832	ENSG00000205584	4.654321220800227
ENSG00000204622	ENSG00000231535	4.648901048523517
ENSG00000231535	ENSG00000224060	4.6446325272268085
ENSG00000265590	ENSG00000231880	4.636256975238324
ENSG00000019186	ENSG00000231535	4.627254824174088
ENSG00000233070	ENSG00000067646	4.5981807730486475
ENSG00000229391	ENSG00000161544	4.593022591264918
ENSG00000119917	ENSG00000185745	4.537420258772182
ENSG00000177994	ENSG00000206341	4.5346440751018235
ENSG00000186847	ENSG00000205420	4.493773167488894
ENSG00000196735	ENSG00000179344	4.486828212852247
ENSG00000007171	ENSG00000143369	4.472711012951195
ENSG00000255769	ENSG00000203963	4.465742844176985
ENSG00000136689	ENSG00000186832	4.45127541050382
ENSG00000156113	ENSG00000214182	4.422055329193606
ENSG00000257542	ENSG00000064225	4.396657937074835
ENSG00000187608	ENSG00000157601	4.3943859910519665
ENSG00000183486	ENSG00000187608	4.385334885626511
ENSG00000257542	ENSG00000183844	4.3771698644961
ENSG00000279753	ENSG00000255339	4.363709992861762
ENSG00000203963	ENSG00000114374	4.362497310824343
ENSG00000225932	ENSG00000129824	4.350631853529812
ENSG00000274430	ENSG00000286037	4.338097478441736
ENSG00000134531	ENSG00000273541	4.326647556532986
ENSG00000204622	ENSG00000129824	4.319074084511276
ENSG00000253404	ENSG00000105894	4.3111913224537
ENSG00000274276	ENSG00000171903	4.307043750313079
ENSG00000019186	ENSG00000224060	4.302445849419167
ENSG00000144115	ENSG00000189366	4.296863625608576
ENSG00000263165	ENSG00000280064	4.274268408053011
ENSG00000106538	ENSG00000012817	4.273697755543648
ENSG00000254835	ENSG00000205584	4.268308750586271
ENSG00000022556	ENSG00000067048	4.2602955553011626
ENSG00000204792	ENSG00000166869	4.250571295761951
ENSG00000171903	ENSG00000233133	4.240453574083112
ENSG00000187908	ENSG00000159763	4.23733782471156
ENSG00000198959	ENSG00000114374	4.234355180313417
ENSG00000277739	ENSG00000275215	4.226830316707987
ENSG00000233133	ENSG00000237973	4.20898483844533
ENSG00000272690	ENSG00000198692	4.205620379697938
ENSG00000184227	ENSG00000228695	4.192991657591281
ENSG00000174564	ENSG00000202000	4.188448048439964
ENSG00000204622	ENSG00000165246	4.15494511028297
ENSG00000161281	ENSG00000233429	4.127241396786654
ENSG00000099860	ENSG00000188483	4.121041387861883
ENSG00000278189	ENSG00000275215	4.118628637402033
ENSG00000137462	ENSG00000073756	4.117306456437069
ENSG00000273542	ENSG00000197238	4.116319542948078
ENSG00000022556	ENSG00000247627	4.11459033149428
ENSG00000273730	ENSG00000276700	4.106465111873182
ENSG00000189223	ENSG00000259925	4.09412671790014
ENSG00000142959	ENSG00000172824	4.0839666203709655
ENSG00000203963	ENSG00000275678	4.083699416101341
ENSG00000273623	ENSG00000275559	4.069354592730813
ENSG00000130592	ENSG00000288621	4.056386757550146
ENSG00000276289	ENSG00000274430	4.047090203973668
ENSG00000117407	ENSG00000207088	4.046419087932276
ENSG00000135114	ENSG00000183486	4.012631538181954
ENSG00000188681	ENSG00000169403	3.9925258738868945
ENSG00000177994	ENSG00000232677	3.9853725239782047
ENSG00000105894	ENSG00000231535	3.9836540037518327
ENSG00000196090	ENSG00000257542	3.9752582113562163
ENSG00000143369	ENSG00000232677	3.970142257342569
ENSG00000224114	ENSG00000213058	3.9596222881902063
ENSG00000119917	ENSG00000134321	3.949999656296942
ENSG00000253404	ENSG00000012817	3.9493941441601264
ENSG00000093072	ENSG00000215030	3.9455670530976903
ENSG00000111335	ENSG00000132256	3.940683611686155
ENSG00000135773	ENSG00000257017	3.92359754118195
ENSG00000203875	ENSG00000183878	3.897097493155199
ENSG00000275757	ENSG00000273730	3.8963105322436062
ENSG00000185745	ENSG00000119917	3.8942431932968535
ENSG00000136689	ENSG00000234964	3.89076308770113
ENSG00000022556	ENSG00000129824	3.889626542419412
ENSG00000256210	ENSG00000277694	3.8822680229252478
ENSG00000172478	ENSG00000171903	3.8711808955874343
ENSG00000187608	ENSG00000137198	3.8581227600058914
ENSG00000022556	ENSG00000165246	3.84848284147184
ENSG00000137959	ENSG00000111335	3.8479677795226115
ENSG00000188223	ENSG00000256013	3.8424151728265588
ENSG00000267314	ENSG00000200693	3.835985731466476
ENSG00000233936	ENSG00000174564	3.83225991717901
ENSG00000233070	ENSG00000205584	3.8283102506091744
ENSG00000163531	ENSG00000130433	3.820461949952066
ENSG00000136352	ENSG00000229415	3.8145947279414134
ENSG00000102854	ENSG00000165246	3.808400387142637
ENSG00000130592	ENSG00000215030	3.8019625888957096
ENSG00000179344	ENSG00000167656	3.790505688789537
ENSG00000189223	ENSG00000215018	3.781917832080707
ENSG00000205420	ENSG00000137801	3.7709414369556002
ENSG00000227827	ENSG00000129824	3.7639448376175584
ENSG00000183486	ENSG00000134321	3.752492758011138
ENSG00000241794	ENSG00000201695	3.7349331482399633
ENSG00000099860	ENSG00000142871	3.728104947660461
ENSG00000148950	ENSG00000284191	3.7177741614532924
ENSG00000260570	ENSG00000255339	3.697620898734247
ENSG00000285628	ENSG00000067646	3.69295609176668
ENSG00000285628	ENSG00000198692	3.6890866449079667
ENSG00000137801	ENSG00000128422	3.688138325049442
ENSG00000228695	ENSG00000165246	3.684039893255654
ENSG00000169248	ENSG00000131203	3.6796841940948863
ENSG00000134321	ENSG00000135114	3.6765681525352076
ENSG00000161798	ENSG00000087495	3.6717765883934272
ENSG00000142871	ENSG00000170345	3.6583875503797394
ENSG00000179344	ENSG00000215030	3.657749725504009
ENSG00000137434	ENSG00000263011	3.653254523671629
ENSG00000277739	ENSG00000278189	3.6501767464083406
ENSG00000198502	ENSG00000273906	3.6409208512601077
ENSG00000188223	ENSG00000277194	3.6275259262841852
ENSG00000137959	ENSG00000137628	3.6223015079337366
ENSG00000275757	ENSG00000277739	3.621770141802354
ENSG00000134827	ENSG00000196735	3.6132782905233687
ENSG00000111335	ENSG00000115415	3.610551253891232
ENSG00000169469	ENSG00000163216	3.608816517598765
ENSG00000179344	ENSG00000233016	3.606146566099646
ENSG00000189223	ENSG00000239528	3.604865501607279
ENSG00000275757	ENSG00000275215	3.6031662429936318
ENSG00000143556	ENSG00000178934	3.6009935371113437
ENSG00000256843	ENSG00000230043	3.5982304969052716
ENSG00000163606	ENSG00000145736	3.5750989748023314
ENSG00000198959	ENSG00000224389	3.572818930126045
ENSG00000277196	ENSG00000237973	3.555648753126143
ENSG00000278233	ENSG00000275757	3.551324065631166
ENSG00000273730	ENSG00000274917	3.5332548018601617
ENSG00000165246	ENSG00000099725	3.524576328675775
ENSG00000119917	ENSG00000169245	3.5216663423934533
ENSG00000140279	ENSG00000140274	3.520020351629648
ENSG00000266402	ENSG00000221164	3.519760669385209
ENSG00000285628	ENSG00000288621	3.5188127909691747
ENSG00000142973	ENSG00000187908	3.5185456554453323
ENSG00000239528	ENSG00000213058	3.51677789836236
ENSG00000130303	ENSG00000282851	3.5137195857425128
ENSG00000213058	ENSG00000137968	3.51017289072746
ENSG00000204622	ENSG00000224060	3.509467060225838
ENSG00000171916	ENSG00000161544	3.501044068078423
ENSG00000221164	ENSG00000212994	3.49880424865409
ENSG00000133106	ENSG00000185885	3.4906748823266933
ENSG00000007171	ENSG00000054690	3.4879182672289373
ENSG00000186832	ENSG00000185479	3.4875780847346243
ENSG00000137673	ENSG00000249621	3.4822331350089746
ENSG00000134321	ENSG00000205413	3.4818165707220428
ENSG00000273906	ENSG00000099725	3.4816419445431364
ENSG00000137434	ENSG00000157150	3.470310708148292
ENSG00000185885	ENSG00000089127	3.4694722650317664
ENSG00000111335	ENSG00000107201	3.4592864067930154
ENSG00000198848	ENSG00000183878	3.4588044732641903
ENSG00000019186	ENSG00000188505	3.455121423760814
ENSG00000157150	ENSG00000184500	3.453499715661085
ENSG00000089127	ENSG00000177409	3.4510312794456066
